brand,model,year,mileage,fuel_type,transmission,engine_size,horsepower,price
Hyundai,Creta,2018,15947,Petrol,Automatic,2.1,138,1006000
Toyota,Swift,2020,145905,Petrol,Automatic,2.4,429,498000
Tata,Safari,2018,21695,Petrol,Manual,1.6,245,690000
Toyota,Fortuner,2014,127845,Diesel,Manual,3.6,397,300000
Hyundai,Verna,2011,14023,Diesel,Automatic,3.5,223,560000
Maruti,Swift,2023,41017,Diesel,Automatic,1.9,314,650000
Mahindra,XUV300,2016,119388,Diesel,Automatic,2.2,302,327000
Ford,EcoSport,2015,76267,Electric,Manual,2.0,206,556000
Honda,Accord,2016,96928,Diesel,Automatic,3.0,83,504000
Mercedes,E-Class,2019,79002,Petrol,Automatic,2.7,284,8063000
Honda,CR-V,2023,140288,Diesel,Automatic,2.3,114,547000
Mercedes,C-Class,2021,32414,Petrol,Manual,2.0,418,9692000
Toyota,Fortuner,2022,34399,Diesel,Manual,2.5,314,1251000
Hyundai,Verna,2010,130832,Diesel,Automatic,2.3,314,300000
Mercedes,C-Class,2016,126062,Petrol,Manual,3.8,115,3184000
Honda,Accord,2014,12670,Petrol,Manual,3.2,188,960000
Mercedes,C-Class,2016,117461,CNG,Manual,2.7,261,3177000
Toyota,Camry,2010,109767,Petrol,Automatic,3.2,390,315000
Honda,Swift,2012,139926,Petrol,Automatic,3.4,437,300000
Honda,Swift,2016,84489,Diesel,Automatic,1.8,403,661000
BMW,3 Series,2022,113069,Diesel,Automatic,1.7,301,5822000
Hyundai,Verna,2019,63546,CNG,Manual,2.2,376,520000
Mercedes,S-Class,2014,45036,Diesel,Manual,1.9,399,6470000
Hyundai,i20,2015,93038,Diesel,Manual,1.8,81,337000
Honda,City,2012,134338,Petrol,Automatic,1.3,237,300000
Toyota,Corolla,2017,83143,Petrol,Automatic,1.3,366,600000
Tata,Harrier,2013,93184,Diesel,Manual,3.0,279,300000
Mercedes,E-Class,2021,97273,Petrol,Automatic,3.4,108,6711000
Hyundai,Creta,2011,149324,Diesel,Automatic,1.2,443,300000
Mahindra,Scorpio,2022,116968,Diesel,Manual,1.8,446,451000
Audi,A4,2010,123855,CNG,Automatic,1.3,112,1522000
Hyundai,i20,2017,77061,Petrol,Manual,3.9,91,464000
Toyota,Fortuner,2015,146327,Petrol,Automatic,2.7,358,300000
Maruti,Brezza,2014,78580,Petrol,Manual,1.7,95,300000
Mahindra,XUV700,2011,78682,Petrol,Automatic,3.1,166,336000
Mahindra,Thar,2021,124360,Petrol,Manual,1.6,371,408000
Maruti,Brezza,2010,22150,Diesel,Manual,3.7,156,300000
Mercedes,E-Class,2020,142915,Petrol,Automatic,1.3,387,4484000
Mahindra,XUV300,2023,113235,CNG,Automatic,2.3,307,511000
BMW,X1,2023,72457,Petrol,Automatic,3.0,357,8348000
Honda,Civic,2021,116898,Petrol,Automatic,1.9,164,504000
Tata,Safari,2018,32462,Petrol,Manual,3.8,140,528000
Honda,Civic,2021,89364,Petrol,Automatic,1.4,403,776000
Mercedes,S-Class,2019,31711,Petrol,Automatic,2.9,213,11978000
BMW,X1,2015,65486,Petrol,Automatic,2.1,266,6061000
Maruti,Brezza,2017,39362,Petrol,Automatic,2.2,250,568000
BMW,3 Series,2011,66792,Petrol,Automatic,2.1,182,3620000
Hyundai,Creta,2012,20588,Petrol,Automatic,3.4,439,619000
Audi,Q5,2018,32149,Electric,Manual,1.4,360,13666000
Tata,Tiago,2012,19308,Electric,Manual,1.4,150,661000
Mahindra,XUV300,2019,58926,CNG,Manual,2.0,297,517000
Ford,EcoSport,2022,31381,Petrol,Automatic,1.3,281,1140000
Toyota,Camry,2024,11894,Petrol,Manual,3.3,244,1828000
Toyota,Innova,2019,117631,Diesel,Automatic,3.2,396,616000
Mercedes,E-Class,2016,137522,Petrol,Manual,2.7,138,2423000
Mercedes,S-Class,2015,120740,Diesel,Manual,1.3,431,3057000
BMW,X1,2013,93029,Petrol,Automatic,3.0,359,4174000
Mercedes,S-Class,2014,54324,Diesel,Manual,2.2,301,4638000
Maruti,Dzire,2010,59063,Petrol,Manual,1.6,205,300000
Mahindra,XUV300,2024,71606,Diesel,Automatic,3.4,261,974000
Audi,A4,2019,99180,Diesel,Automatic,2.5,174,4646000
Toyota,Corolla,2022,39960,Petrol,Automatic,3.4,218,1250000
Mahindra,Thar,2022,38555,Diesel,Automatic,3.1,171,992000
BMW,X5,2021,49051,Diesel,Automatic,3.1,257,11098000
Audi,A6,2018,147405,Diesel,Manual,1.1,379,2621000
Hyundai,Verna,2024,34918,Petrol,Manual,1.1,225,1103000
Audi,Q3,2016,92494,Petrol,Manual,3.1,151,3760000
BMW,X1,2014,117855,Diesel,Automatic,3.7,141,2980000
BMW,X1,2014,61369,Diesel,Automatic,3.8,96,5740000
Tata,Harrier,2020,28895,Petrol,Automatic,3.3,126,951000
Ford,Endeavour,2011,73083,Petrol,Automatic,3.5,153,346000
Mercedes,S-Class,2020,18744,Diesel,Manual,1.5,271,12509000
Maruti,Ertiga,2014,34741,Electric,Automatic,2.3,144,729000
Tata,Tiago,2011,44033,Petrol,Manual,1.7,306,300000
Hyundai,Creta,2022,109372,Diesel,Manual,3.5,171,443000
Tata,Safari,2012,45053,Diesel,Manual,3.9,307,316000
Maruti,Brezza,2022,100415,Electric,Automatic,3.8,124,679000
Audi,A4,2013,50581,Petrol,Manual,2.5,117,4546000
Maruti,Brezza,2021,57650,Petrol,Manual,1.1,331,424000
Tata,Tiago,2014,130787,Petrol,Manual,1.0,202,300000
Ford,Endeavour,2020,89876,Petrol,Automatic,1.1,90,473000
Tata,Safari,2017,82219,Petrol,Automatic,1.1,291,428000
BMW,X5,2018,90219,Petrol,Manual,3.1,221,5041000
Toyota,Corolla,2016,98919,Diesel,Automatic,3.8,135,597000
Mahindra,XUV700,2017,128368,Petrol,Automatic,3.1,119,326000
Audi,A6,2020,61444,Petrol,Manual,2.6,415,7306000
Audi,A4,2021,76577,Petrol,Manual,3.7,172,6111000
Mercedes,C-Class,2019,143108,Petrol,Manual,2.5,88,3023000
Maruti,Ertiga,2020,79803,Petrol,Automatic,1.1,155,374000
Ford,EcoSport,2017,67600,Electric,Automatic,2.7,338,901000
Mercedes,GLC,2019,96261,Petrol,Automatic,1.0,139,6958000
Toyota,Swift,2012,41921,Petrol,Automatic,1.1,315,669000
Tata,Nexon,2011,88946,Petrol,Automatic,2.4,141,300000
BMW,X1,2016,20265,Petrol,Automatic,2.6,100,10650000
Ford,EcoSport,2016,124420,Petrol,Manual,2.7,121,300000
Maruti,Ertiga,2013,20315,Diesel,Automatic,1.4,167,513000
Audi,Q5,2015,35651,Diesel,Automatic,1.3,319,8596000
Toyota,Swift,2024,115935,Petrol,Automatic,3.3,172,757000
Maruti,Swift,2014,32072,CNG,Automatic,2.6,339,449000
Tata,Safari,2018,44293,Petrol,Manual,1.8,321,475000
BMW,X1,2021,110804,Petrol,Manual,1.5,210,4862000
Toyota,Camry,2024,80966,CNG,Automatic,2.5,254,820000
Hyundai,Creta,2013,42599,CNG,Automatic,2.6,244,434000
Toyota,Civic,2010,64766,Petrol,Automatic,3.6,345,524000
Tata,Safari,2015,120990,Petrol,Automatic,1.5,184,300000
BMW,X5,2010,65609,CNG,Manual,3.9,106,2628000
BMW,X5,2010,39802,Diesel,Automatic,2.9,139,5143000
Tata,Safari,2019,69622,Petrol,Automatic,1.7,245,545000
Hyundai,Verna,2012,90722,Petrol,Automatic,2.8,330,320000
BMW,5 Series,2022,110808,Diesel,Manual,2.3,278,4698000
Mahindra,XUV300,2014,106299,Petrol,Manual,2.8,241,300000
Maruti,Dzire,2016,119017,Petrol,Automatic,2.3,354,300000
Maruti,Brezza,2017,106205,Diesel,Automatic,1.5,102,300000
Hyundai,Venue,2019,42009,Diesel,Automatic,1.1,134,840000
Mahindra,XUV700,2021,118368,Diesel,Manual,1.0,412,444000
Toyota,Civic,2011,127202,Petrol,Manual,1.7,369,300000
Mahindra,XUV300,2010,62107,Petrol,Manual,1.0,169,348000
Ford,Endeavour,2010,48665,Diesel,Automatic,2.9,187,392000
Mercedes,E-Class,2020,48311,Diesel,Automatic,3.2,127,10316000
Mahindra,XUV700,2017,111350,Diesel,Automatic,3.7,424,456000
Ford,EcoSport,2011,29659,Diesel,Automatic,3.0,231,503000
Ford,Figo,2017,30927,Electric,Manual,2.4,209,930000
Ford,EcoSport,2014,82302,Diesel,Manual,2.3,209,346000
Tata,Safari,2013,89810,Petrol,Automatic,3.1,251,300000
Mercedes,C-Class,2023,20523,Electric,Automatic,1.7,199,27656000
Mercedes,GLC,2016,88382,Petrol,Automatic,1.8,314,6087000
Toyota,Swift,2022,111422,Petrol,Manual,2.7,91,557000
Mercedes,C-Class,2019,25021,Diesel,Manual,1.4,131,9544000
BMW,X5,2022,27198,Petrol,Automatic,3.2,388,11669000
Mahindra,Scorpio,2010,36783,Petrol,Automatic,2.3,191,422000
Maruti,Baleno,2010,29154,Petrol,Manual,1.4,189,300000
Maruti,Ertiga,2018,47921,Petrol,Manual,2.2,234,362000
Toyota,Camry,2021,95779,Diesel,Manual,2.7,103,704000
Ford,Endeavour,2015,25141,Petrol,Automatic,2.0,277,850000
BMW,5 Series,2012,96711,Diesel,Automatic,3.8,182,3252000
BMW,5 Series,2023,59396,Petrol,Automatic,3.6,204,11152000
Maruti,Baleno,2014,43298,Diesel,Automatic,3.0,345,474000
Mercedes,C-Class,2016,21920,Diesel,Automatic,1.4,198,10582000
Tata,Harrier,2016,115209,Diesel,Automatic,3.5,93,325000
Ford,Endeavour,2021,67500,Petrol,Automatic,1.4,254,634000
Audi,Q3,2019,80202,Petrol,Automatic,3.7,220,6895000
Mahindra,Scorpio,2010,57037,Diesel,Manual,1.0,187,315000
Maruti,Dzire,2023,132330,Electric,Automatic,1.0,88,469000
Ford,Figo,2010,97638,Diesel,Manual,1.5,205,300000
Maruti,Baleno,2012,69258,CNG,Automatic,1.3,361,300000
Audi,Q5,2017,122909,Diesel,Manual,3.5,416,2933000
Toyota,Swift,2012,52923,Diesel,Manual,2.8,351,518000
Toyota,Corolla,2016,11669,Diesel,Manual,1.3,220,980000
Honda,City,2023,60355,Petrol,Automatic,2.2,113,1187000
Maruti,Dzire,2018,13093,Diesel,Manual,1.6,212,673000
Mahindra,XUV300,2010,46303,Petrol,Manual,3.3,245,341000
Maruti,Baleno,2019,141669,CNG,Automatic,3.6,331,300000
Tata,Tiago,2019,72040,Diesel,Automatic,3.2,245,535000
Audi,A4,2013,77904,Petrol,Manual,1.5,179,3585000
Audi,Q5,2021,85948,Diesel,Automatic,2.9,90,6826000
Hyundai,Venue,2011,50308,Diesel,Manual,1.6,211,360000
BMW,X5,2022,123831,Petrol,Automatic,3.7,158,4646000
Toyota,Camry,2024,137521,Diesel,Automatic,2.2,394,514000
Toyota,Civic,2017,72157,Petrol,Automatic,3.7,266,804000
Hyundai,Verna,2019,116034,Petrol,Automatic,1.3,298,408000
Maruti,Ertiga,2016,117697,Petrol,Manual,2.7,396,300000
Honda,Civic,2015,10908,Diesel,Automatic,1.4,228,1315000
Honda,Swift,2018,99909,Petrol,Automatic,3.9,113,647000
Audi,Q3,2011,35037,Electric,Manual,2.1,431,6459000
Audi,Q3,2016,77470,CNG,Automatic,2.2,95,4140000
Mercedes,E-Class,2015,109468,CNG,Manual,3.6,288,3083000
BMW,3 Series,2015,111746,Petrol,Automatic,3.4,230,3262000
Toyota,Camry,2022,88678,Diesel,Automatic,3.2,382,820000
BMW,X5,2022,63365,Electric,Manual,2.8,207,10125000
BMW,X1,2019,78247,CNG,Manual,2.4,136,4044000
Audi,A6,2013,121777,Diesel,Automatic,2.0,377,2510000
Honda,Civic,2022,62800,Petrol,Automatic,1.8,172,1120000
Hyundai,Venue,2010,44607,Diesel,Manual,2.9,134,383000
Honda,CR-V,2023,65773,Diesel,Automatic,2.2,284,1113000
Mahindra,XUV300,2016,140963,Petrol,Automatic,3.1,387,300000
Toyota,Fortuner,2019,117761,Diesel,Manual,3.8,281,403000
BMW,X1,2011,50935,Petrol,Manual,2.2,401,4304000
Mahindra,XUV300,2011,96569,Diesel,Automatic,1.9,204,340000
BMW,X5,2010,88971,Petrol,Automatic,2.9,354,2897000
Toyota,Innova,2012,124780,Petrol,Automatic,2.0,444,300000
Audi,A6,2014,95015,Petrol,Manual,1.8,82,3180000
Hyundai,Venue,2017,114332,Petrol,Manual,2.2,197,300000
Ford,Figo,2018,40013,Electric,Manual,1.9,336,1130000
Maruti,Dzire,2024,99779,Diesel,Automatic,1.6,327,454000
Maruti,Brezza,2023,30448,Petrol,Automatic,1.4,191,814000
Toyota,Swift,2023,100481,Diesel,Automatic,2.1,404,818000
Toyota,Swift,2012,137922,Petrol,Manual,2.6,418,300000
Mercedes,C-Class,2021,64973,Diesel,Manual,1.9,261,7409000
Mercedes,GLC,2021,11832,Petrol,Manual,3.3,230,12616000
Mahindra,XUV300,2020,48311,Petrol,Manual,2.5,356,723000
Honda,CR-V,2015,126770,Diesel,Manual,1.7,238,300000
BMW,X5,2023,132202,Petrol,Automatic,1.7,203,4426000
Hyundai,Creta,2013,25909,Petrol,Automatic,1.4,294,751000
Hyundai,Creta,2024,65415,Diesel,Manual,1.9,212,815000
Mahindra,Thar,2011,61097,Diesel,Automatic,1.7,413,458000
Tata,Safari,2013,91455,Diesel,Manual,1.2,428,300000
BMW,5 Series,2023,29465,Diesel,Automatic,2.8,135,13129000
Maruti,Baleno,2022,68541,Petrol,Automatic,2.3,148,588000
Mercedes,S-Class,2021,80560,Petrol,Automatic,3.5,151,6990000
Mahindra,Thar,2021,10528,Petrol,Manual,2.0,175,1211000
Tata,Harrier,2013,84420,Petrol,Automatic,3.8,106,300000
Mercedes,GLC,2011,71009,Petrol,Manual,3.9,194,3229000
Mercedes,GLC,2024,93360,Petrol,Automatic,2.2,300,8461000
BMW,X1,2011,107349,Petrol,Automatic,2.6,168,2796000
Hyundai,Creta,2020,89322,Diesel,Automatic,3.0,223,566000
Mahindra,XUV300,2024,38214,Petrol,Manual,3.4,266,893000
Ford,Figo,2010,103993,Diesel,Automatic,2.3,231,300000
Hyundai,Creta,2024,60241,Diesel,Automatic,2.7,255,982000
Mahindra,XUV700,2017,140251,Petrol,Manual,3.1,189,300000
Maruti,Swift,2012,57606,Diesel,Automatic,1.1,86,347000
Hyundai,i20,2019,93697,Diesel,Automatic,4.0,166,464000
Ford,Figo,2016,108941,Petrol,Automatic,2.5,255,346000
Hyundai,Verna,2012,85675,Petrol,Manual,1.0,429,300000
BMW,5 Series,2014,61030,Diesel,Manual,3.0,448,4044000
Audi,A4,2022,10015,Petrol,Automatic,1.0,391,15037000
Toyota,Swift,2023,30504,Diesel,Manual,3.5,393,1125000
BMW,X1,2021,127734,Petrol,Automatic,4.0,447,4318000
BMW,5 Series,2021,125503,Petrol,Manual,3.1,358,4295000
Tata,Safari,2019,57857,Petrol,Manual,2.3,247,471000
Ford,EcoSport,2021,40104,Diesel,Manual,4.0,313,795000
Maruti,Swift,2013,80979,Petrol,Manual,3.1,380,300000
Audi,Q5,2015,77143,Petrol,Manual,1.9,186,4421000
Audi,Q3,2010,139288,Petrol,Automatic,3.0,345,1486000
Hyundai,Creta,2016,64638,Petrol,Manual,1.3,375,491000
Maruti,Ertiga,2022,95211,Diesel,Automatic,2.5,186,460000
BMW,5 Series,2014,73226,Diesel,Automatic,3.8,244,5853000
Audi,A6,2011,26997,Diesel,Manual,3.9,127,4157000
Toyota,Camry,2022,67865,Diesel,Manual,1.7,195,806000
Audi,Q5,2020,24325,Petrol,Automatic,3.7,235,10477000
Tata,Nexon,2011,127718,Electric,Manual,1.7,154,300000
Hyundai,Verna,2018,19982,Diesel,Manual,1.2,243,796000
Audi,Q5,2021,128013,Petrol,Manual,1.4,165,3418000
Ford,Endeavour,2024,111440,CNG,Automatic,2.9,145,420000
Toyota,Corolla,2013,21881,Diesel,Automatic,3.5,87,987000
BMW,X1,2023,32106,Petrol,Automatic,3.7,247,13124000
Honda,Civic,2020,114512,Petrol,Manual,2.0,225,397000
Mahindra,XUV700,2019,136525,Petrol,Automatic,1.4,292,325000
Mahindra,Thar,2021,64261,Petrol,Automatic,3.0,145,739000
Honda,Civic,2015,54397,CNG,Manual,1.2,186,491000
Tata,Safari,2016,97329,Petrol,Manual,3.5,130,300000
Audi,A6,2017,35968,Petrol,Manual,2.3,106,7976000
Toyota,Swift,2023,64333,CNG,Automatic,1.6,356,917000
Hyundai,Venue,2018,121116,Petrol,Automatic,3.4,255,422000
Maruti,Ertiga,2017,93265,Petrol,Automatic,1.9,146,343000
Mercedes,C-Class,2019,81591,Petrol,Automatic,2.5,281,6290000
Audi,A6,2011,103332,Petrol,Automatic,4.0,300,2526000
Audi,A4,2017,129277,Petrol,Automatic,3.8,254,3883000
Audi,A6,2012,121688,Petrol,Manual,1.1,285,1762000
Toyota,Innova,2015,47317,Diesel,Manual,1.5,100,682000
Honda,Swift,2023,99882,Diesel,Manual,2.5,416,518000
Maruti,Dzire,2022,47890,Petrol,Manual,1.9,169,485000
Hyundai,Creta,2012,132189,Petrol,Automatic,1.7,243,300000
Toyota,Camry,2016,104835,Diesel,Automatic,2.0,165,599000
Toyota,Civic,2019,48485,CNG,Manual,1.7,257,753000
BMW,3 Series,2013,128115,Diesel,Automatic,1.4,409,2925000
BMW,5 Series,2023,69076,Electric,Automatic,1.6,341,12942000
Maruti,Dzire,2020,97780,Diesel,Automatic,3.1,408,337000
Ford,Figo,2013,23515,CNG,Automatic,1.8,377,545000
Tata,Tiago,2021,121780,Diesel,Manual,3.3,275,338000
Hyundai,Creta,2023,38176,Petrol,Automatic,3.8,219,1179000
Honda,Accord,2020,13591,Diesel,Automatic,4.0,434,1509000
Toyota,Fortuner,2011,131656,Petrol,Automatic,2.6,289,300000
Audi,Q5,2014,52192,CNG,Manual,2.3,427,3595000
Tata,Safari,2014,148183,Diesel,Manual,1.8,380,300000
Tata,Harrier,2013,135093,CNG,Automatic,2.0,243,300000
Tata,Harrier,2017,113025,Diesel,Automatic,3.4,214,335000
Maruti,Baleno,2020,142152,Petrol,Automatic,1.8,106,300000
BMW,3 Series,2016,103899,Petrol,Automatic,1.8,158,4557000
Mahindra,Scorpio,2023,67589,Petrol,Automatic,3.4,97,905000
Tata,Safari,2010,54783,Petrol,Manual,3.2,84,300000
BMW,5 Series,2023,23580,CNG,Manual,3.2,111,11201000
Mahindra,Thar,2013,13646,Petrol,Manual,3.5,207,687000
Tata,Harrier,2021,80726,CNG,Automatic,3.2,125,525000
Mercedes,C-Class,2023,66950,Petrol,Automatic,2.6,341,11067000
Audi,A4,2014,130461,Petrol,Manual,1.9,186,2059000
Honda,Civic,2012,39605,Petrol,Automatic,1.3,360,661000
Toyota,Corolla,2023,116960,Diesel,Automatic,3.9,375,726000
Mahindra,XUV700,2013,132790,Petrol,Manual,3.2,413,300000
Honda,Swift,2022,46744,Petrol,Automatic,3.2,88,1160000
Hyundai,Venue,2014,55177,CNG,Manual,3.5,389,396000
Maruti,Swift,2015,95447,Diesel,Automatic,3.8,101,305000
Honda,CR-V,2014,140160,Diesel,Automatic,2.6,306,300000
Honda,Civic,2018,123566,Petrol,Automatic,3.9,289,385000
Audi,Q3,2019,74541,Diesel,Manual,3.5,157,6031000
Ford,EcoSport,2017,104542,Petrol,Manual,3.7,385,313000
Mahindra,XUV700,2024,72233,Petrol,Manual,2.0,281,761000
BMW,X5,2013,67042,Diesel,Automatic,2.5,145,4304000
BMW,X5,2011,48886,Petrol,Manual,2.0,281,4626000
Honda,Civic,2014,124579,Petrol,Manual,2.2,98,300000
Maruti,Dzire,2015,28095,Petrol,Automatic,3.0,253,461000
Hyundai,Creta,2010,119934,Diesel,Manual,3.6,385,300000
Ford,Endeavour,2016,123187,Petrol,Automatic,3.3,162,343000
Tata,Harrier,2010,50491,Petrol,Automatic,3.1,381,322000
Ford,Figo,2017,71477,Petrol,Automatic,2.8,215,627000
Ford,Endeavour,2011,39583,CNG,Automatic,3.0,320,463000
Honda,CR-V,2010,135721,Petrol,Automatic,1.9,365,300000
Mercedes,C-Class,2010,110459,Petrol,Manual,2.9,122,2224000
Ford,EcoSport,2012,50667,Diesel,Automatic,3.7,258,526000
BMW,5 Series,2017,82867,Petrol,Manual,3.3,424,4925000
Audi,A4,2011,148458,Petrol,Automatic,3.0,348,1896000
Hyundai,Verna,2016,20386,Electric,Manual,1.3,211,1344000
Audi,Q3,2013,76330,Diesel,Manual,3.7,415,3549000
Ford,Endeavour,2024,96157,Petrol,Manual,2.9,355,536000
Toyota,Innova,2021,126680,Electric,Automatic,2.2,352,848000
Maruti,Swift,2011,25457,Petrol,Manual,1.6,227,300000
Maruti,Swift,2012,58929,Petrol,Manual,1.1,422,300000
Tata,Harrier,2011,18998,Diesel,Automatic,3.7,356,556000
Honda,Civic,2016,141029,Diesel,Manual,3.5,263,300000
Ford,Figo,2018,49963,Petrol,Manual,1.3,435,518000
Maruti,Swift,2023,114887,Petrol,Manual,1.9,215,314000
Maruti,Dzire,2011,52103,CNG,Manual,3.7,350,300000
Maruti,Dzire,2014,128671,Petrol,Manual,3.7,328,300000
Audi,A6,2021,25954,Petrol,Automatic,1.4,131,11689000
Honda,Civic,2011,66063,Petrol,Automatic,1.7,286,524000
Honda,City,2020,93749,Diesel,Automatic,2.4,443,630000
Mercedes,GLC,2016,17970,Diesel,Automatic,1.5,440,10222000
BMW,5 Series,2010,78835,Diesel,Manual,2.4,323,2876000
BMW,3 Series,2012,128294,Petrol,Automatic,1.5,130,2381000
BMW,5 Series,2018,12631,Diesel,Manual,1.1,128,9387000
Ford,Endeavour,2011,90093,CNG,Automatic,2.9,308,300000
Honda,City,2012,38004,Electric,Manual,1.1,364,875000
Toyota,Fortuner,2011,67324,Petrol,Manual,2.1,151,452000
Hyundai,Creta,2021,90978,Petrol,Manual,1.1,185,441000
Maruti,Brezza,2015,31662,Petrol,Automatic,1.3,376,436000
Honda,CR-V,2010,102404,Diesel,Automatic,3.0,326,304000
Mercedes,E-Class,2020,84474,Petrol,Manual,2.5,124,6657000
Mercedes,GLC,2012,111611,Petrol,Manual,1.9,173,2504000
Mahindra,XUV700,2014,52628,Petrol,Manual,2.8,384,534000
Toyota,Civic,2021,142335,Petrol,Manual,3.8,156,442000
Ford,EcoSport,2015,115494,Electric,Automatic,1.2,213,557000
Mercedes,E-Class,2014,92979,Diesel,Manual,1.8,350,4149000
Ford,Endeavour,2012,27693,Electric,Manual,3.2,417,653000
Mahindra,XUV300,2021,11617,Petrol,Automatic,1.2,119,1423000
Honda,Swift,2014,136206,Diesel,Manual,3.4,157,300000
Mercedes,E-Class,2021,14454,Petrol,Automatic,1.9,323,17318000
Mahindra,Scorpio,2017,106129,Petrol,Manual,3.8,93,341000
Maruti,Baleno,2023,43064,Petrol,Automatic,3.7,177,795000
Mahindra,XUV300,2023,79918,Petrol,Automatic,3.1,247,776000
Tata,Tiago,2014,120373,Petrol,Automatic,2.8,310,300000
Toyota,Camry,2023,79001,Diesel,Manual,2.8,203,708000
Toyota,Civic,2018,17038,Petrol,Automatic,2.5,93,1241000
Maruti,Baleno,2012,30875,Petrol,Automatic,3.0,293,447000
BMW,3 Series,2012,94335,Petrol,Automatic,3.6,326,3942000
Tata,Nexon,2011,86948,Diesel,Manual,3.2,248,300000
Ford,EcoSport,2015,126779,Diesel,Manual,2.9,410,300000
Audi,Q5,2015,53473,Petrol,Automatic,2.7,188,5576000
Maruti,Dzire,2013,41276,Diesel,Manual,2.3,170,321000
Audi,A6,2012,64499,Diesel,Manual,1.9,300,3410000
Audi,A6,2013,102676,Petrol,Automatic,4.0,346,3845000
Mercedes,E-Class,2017,20662,Petrol,Manual,3.5,201,10099000
Mercedes,E-Class,2017,93805,Diesel,Manual,3.0,104,3833000
Audi,Q3,2022,44136,Petrol,Manual,1.8,389,8100000
Tata,Nexon,2018,51150,Diesel,Automatic,3.9,246,640000
Hyundai,Verna,2017,35710,Petrol,Manual,1.2,129,696000
Ford,EcoSport,2012,58634,CNG,Manual,2.5,328,300000
Hyundai,Verna,2022,118534,Petrol,Manual,3.5,265,423000
Mahindra,Scorpio,2019,87097,Petrol,Automatic,2.8,82,616000
Mahindra,XUV300,2011,132540,Petrol,Automatic,3.4,403,300000
Tata,Nexon,2016,82008,Petrol,Automatic,2.5,287,359000
Audi,A4,2019,88000,Petrol,Manual,2.9,144,4410000
Tata,Safari,2015,135612,Diesel,Automatic,3.0,117,300000
BMW,5 Series,2023,114913,CNG,Manual,3.1,109,3360000
BMW,5 Series,2015,121975,Electric,Manual,2.8,100,4143000
Hyundai,Creta,2018,100998,Petrol,Manual,2.8,323,334000
Tata,Nexon,2019,47822,Diesel,Automatic,1.6,390,683000
Maruti,Brezza,2023,62442,Diesel,Manual,2.1,369,403000
Honda,Swift,2017,72814,Petrol,Manual,1.1,270,555000
Mercedes,GLC,2011,101277,Petrol,Manual,1.7,391,2929000
Ford,Figo,2021,106453,Diesel,Manual,4.0,131,394000
Mahindra,XUV300,2010,101685,Petrol,Automatic,2.4,147,300000
Hyundai,Creta,2018,58328,CNG,Automatic,2.6,323,637000
Mahindra,XUV300,2017,51457,CNG,Manual,2.0,111,469000
Mercedes,S-Class,2023,44404,Diesel,Automatic,2.2,107,14126000
Honda,Civic,2012,118621,Petrol,Automatic,3.7,350,300000
Toyota,Civic,2015,69967,Petrol,Automatic,2.9,180,654000
Honda,Swift,2021,70664,Petrol,Automatic,3.3,126,814000
Honda,CR-V,2010,38088,CNG,Manual,1.2,120,379000
Tata,Harrier,2020,57940,Petrol,Manual,2.0,328,543000
BMW,3 Series,2013,148939,Petrol,Automatic,2.3,297,2455000
Mahindra,Thar,2010,135172,Diesel,Automatic,2.3,150,300000
Ford,Figo,2018,100709,Petrol,Automatic,1.6,428,383000
Audi,Q3,2017,78358,Petrol,Automatic,2.7,375,5333000
Tata,Nexon,2020,85093,CNG,Manual,2.2,343,300000
Honda,Swift,2015,97745,Petrol,Automatic,3.6,391,550000
Audi,Q5,2023,22803,Petrol,Manual,1.5,278,9502000
BMW,3 Series,2016,123005,Diesel,Automatic,1.3,426,3887000
Honda,City,2018,110919,Petrol,Manual,1.6,318,394000
Honda,City,2010,104825,Diesel,Automatic,3.1,369,300000
Ford,EcoSport,2024,55344,Diesel,Manual,3.6,378,816000
Tata,Tiago,2022,133775,Diesel,Manual,2.5,92,300000
Maruti,Swift,2019,142871,Petrol,Automatic,1.1,438,300000
BMW,X5,2015,14297,Diesel,Automatic,1.5,365,8601000
Hyundai,i20,2014,70263,CNG,Automatic,3.2,256,446000
Audi,A4,2010,36437,Petrol,Automatic,2.4,372,4148000
Hyundai,Creta,2015,134686,Petrol,Automatic,3.4,125,310000
Hyundai,i20,2020,138714,Diesel,Manual,1.7,163,318000
Mahindra,Thar,2022,144974,Petrol,Manual,3.1,208,300000
Toyota,Corolla,2023,48502,Petrol,Automatic,2.9,149,1364000
Mahindra,XUV700,2016,36465,Petrol,Manual,1.9,402,678000
BMW,3 Series,2019,89637,Petrol,Automatic,2.9,302,6423000
Ford,Figo,2011,78099,Petrol,Automatic,1.4,159,339000
Tata,Safari,2018,26442,Petrol,Manual,3.9,206,578000
Hyundai,i20,2014,16641,Diesel,Automatic,2.7,213,862000
Maruti,Baleno,2017,14959,CNG,Manual,1.4,159,480000
Honda,City,2011,89036,Petrol,Automatic,3.4,271,352000
BMW,X5,2015,146031,Diesel,Automatic,2.2,391,2552000
Tata,Safari,2010,67033,Petrol,Automatic,1.1,157,317000
Honda,City,2011,15630,Diesel,Manual,3.7,420,579000
Hyundai,Creta,2023,39164,Petrol,Manual,2.2,227,895000
Hyundai,Verna,2017,65008,Diesel,Manual,3.6,237,529000
Hyundai,Creta,2017,123583,Diesel,Manual,2.5,417,300000
